inventory_id,product_id,facility_id,stock_level,safety_stock_level,reorder_point
INV_015004,PROD_130,FAC_24,35,13,26
INV_015005,PROD_034,FAC_19,39,20,31
INV_015006,PROD_052,FAC_08,53,11,17
INV_015007,PROD_098,FAC_19,51,16,22
INV_015008,PROD_120,FAC_03,37,14,27
INV_015009,PROD_130,FAC_04,36,20,26
INV_015010,PROD_061,FAC_24,50,16,29
INV_015011,PROD_130,FAC_12,42,19,29
INV_015012,PROD_013,FAC_05,32,23,36
INV_015013,PROD_117,FAC_24,51,19,27
INV_015014,PROD_012,FAC_12,37,18,23
INV_015015,PROD_071,FAC_13,38,10,22
INV_015016,PROD_021,FAC_20,52,19,27
INV_015017,PROD_004,FAC_07,36,10,22
INV_015018,PROD_124,FAC_01,37,15,25
INV_015019,PROD_044,FAC_03,48,14,23
INV_015020,PROD_013,FAC_11,58,23,37
INV_015021,PROD_032,FAC_15,37,10,16
INV_015022,PROD_089,FAC_03,31,24,31
INV_015023,PROD_149,FAC_18,31,19,33
INV_015024,PROD_072,FAC_25,35,22,36
INV_015025,PROD_025,FAC_19,38,22,36
INV_015026,PROD_118,FAC_09,34,11,19
INV_015027,PROD_121,FAC_18,47,21,35
INV_015028,PROD_012,FAC_11,53,21,32
INV_015029,PROD_002,FAC_14,56,22,35
INV_015030,PROD_072,FAC_12,40,23,33
INV_015031,PROD_139,FAC_13,43,21,26
INV_015032,PROD_059,FAC_05,50,16,29
INV_015033,PROD_048,FAC_11,32,14,20
INV_015034,PROD_088,FAC_24,37,13,21
INV_015035,PROD_147,FAC_11,55,23,35
INV_015036,PROD_141,FAC_10,30,23,37
INV_015037,PROD_062,FAC_06,37,20,31
INV_015038,PROD_098,FAC_07,58,23,36
INV_015039,PROD_083,FAC_09,57,22,33
INV_015040,PROD_057,FAC_14,47,24,30
INV_015041,PROD_091,FAC_20,54,17,24
INV_015042,PROD_082,FAC_15,46,20,32
INV_015043,PROD_037,FAC_12,30,18,26
INV_015044,PROD_094,FAC_12,59,19,26
INV_015045,PROD_081,FAC_06,35,12,17
INV_015046,PROD_098,FAC_07,32,17,28
INV_015047,PROD_078,FAC_23,46,15,22
INV_015048,PROD_119,FAC_07,51,11,21
INV_015049,PROD_069,FAC_10,42,10,19
INV_015050,PROD_031,FAC_12,58,16,29
INV_015051,PROD_068,FAC_09,40,23,30
INV_015052,PROD_029,FAC_01,38,15,23
INV_015053,PROD_005,FAC_17,32,15,22
INV_015054,PROD_022,FAC_10,46,11,25
INV_015055,PROD_084,FAC_05,33,12,21
INV_015056,PROD_133,FAC_08,34,12,18
INV_015057,PROD_039,FAC_03,46,15,22
INV_015058,PROD_004,FAC_10,35,18,27
INV_015059,PROD_049,FAC_11,30,22,35
INV_015060,PROD_068,FAC_24,47,16,25
INV_015061,PROD_060,FAC_05,34,23,31
INV_015062,PROD_140,FAC_10,32,17,29
INV_015063,PROD_049,FAC_04,53,13,24
INV_015064,PROD_104,FAC_23,51,20,34
INV_015065,PROD_149,FAC_08,31,23,36
INV_015066,PROD_038,FAC_20,39,14,28
INV_015067,PROD_024,FAC_21,56,20,31
INV_015068,PROD_012,FAC_24,50,24,31
INV_015069,PROD_110,FAC_01,52,17,28
INV_015070,PROD_056,FAC_03,41,11,17
INV_015071,PROD_057,FAC_04,37,13,23
INV_015072,PROD_070,FAC_25,35,22,28
INV_015073,PROD_006,FAC_19,45,24,31
INV_015074,PROD_064,FAC_18,40,10,24
INV_015075,PROD_023,FAC_23,40,15,29
INV_015076,PROD_115,FAC_01,42,12,22
INV_015077,PROD_143,FAC_14,51,23,36
INV_015078,PROD_036,FAC_12,36,11,25
INV_015079,PROD_055,FAC_02,36,17,30
INV_015080,PROD_119,FAC_07,54,16,28
INV_015081,PROD_048,FAC_20,52,20,27
INV_015082,PROD_143,FAC_24,33,10,21
INV_015083,PROD_098,FAC_05,57,13,19
INV_015084,PROD_136,FAC_10,58,19,33
INV_015085,PROD_108,FAC_15,55,10,17
INV_015086,PROD_055,FAC_03,54,17,22
INV_015087,PROD_140,FAC_20,36,12,25
INV_015088,PROD_078,FAC_17,52,23,33
INV_015089,PROD_137,FAC_20,54,23,31
INV_015090,PROD_011,FAC_10,57,13,23
INV_015091,PROD_008,FAC_07,42,10,18
INV_015092,PROD_133,FAC_19,35,10,23
INV_015093,PROD_139,FAC_20,37,11,19
INV_015094,PROD_052,FAC_12,31,14,26
INV_015095,PROD_015,FAC_06,47,20,26
INV_015096,PROD_095,FAC_20,30,15,28
INV_015097,PROD_010,FAC_17,51,12,22
INV_015098,PROD_127,FAC_09,37,22,36
INV_015099,PROD_143,FAC_19,54,22,28
INV_015100,PROD_111,FAC_15,43,14,23
INV_015101,PROD_048,FAC_10,49,19,31
INV_015102,PROD_025,FAC_04,36,19,33
INV_015103,PROD_102,FAC_21,42,23,28
INV_015104,PROD_036,FAC_06,54,14,26
INV_015105,PROD_122,FAC_08,48,16,23
INV_015106,PROD_098,FAC_14,59,12,19
INV_015107,PROD_115,FAC_18,45,10,20
INV_015108,PROD_010,FAC_04,32,20,29
INV_015109,PROD_015,FAC_25,35,13,26
INV_015110,PROD_134,FAC_03,47,20,34
INV_015111,PROD_084,FAC_23,48,24,34
INV_015112,PROD_141,FAC_13,31,21,28
INV_015113,PROD_140,FAC_12,49,21,30
INV_015114,PROD_043,FAC_04,40,11,16
INV_015115,PROD_093,FAC_01,47,16,24
INV_015116,PROD_057,FAC_12,39,15,21
INV_015117,PROD_111,FAC_06,37,16,30
INV_015118,PROD_108,FAC_10,45,11,21
INV_015119,PROD_071,FAC_19,33,11,21
INV_015120,PROD_090,FAC_21,49,15,27
INV_015121,PROD_044,FAC_03,44,10,20
INV_015122,PROD_108,FAC_23,56,12,22
INV_015123,PROD_112,FAC_02,33,17,23
INV_015124,PROD_145,FAC_03,49,15,28
INV_015125,PROD_113,FAC_14,49,11,16
INV_015126,PROD_022,FAC_22,30,23,35
INV_015127,PROD_034,FAC_08,40,16,25
INV_015128,PROD_049,FAC_01,34,15,22
INV_015129,PROD_001,FAC_01,57,16,23
INV_015130,PROD_110,FAC_15,55,12,22
INV_015131,PROD_030,FAC_07,49,10,17
INV_015132,PROD_039,FAC_24,52,22,33
INV_015133,PROD_142,FAC_03,57,14,23
INV_015134,PROD_021,FAC_11,52,21,31
INV_015135,PROD_122,FAC_08,51,20,26
INV_015136,PROD_005,FAC_06,59,21,32
INV_015137,PROD_026,FAC_20,50,24,30
INV_015138,PROD_052,FAC_23,54,18,29
INV_015139,PROD_104,FAC_12,36,14,19
INV_015140,PROD_085,FAC_09,31,19,27
INV_015141,PROD_072,FAC_05,42,24,31
INV_015142,PROD_133,FAC_23,39,19,28
INV_015143,PROD_034,FAC_10,58,23,30
INV_015144,PROD_026,FAC_21,47,12,17
INV_015145,PROD_144,FAC_23,45,18,26
INV_015146,PROD_143,FAC_03,55,21,32
INV_015147,PROD_047,FAC_15,34,12,24
INV_015148,PROD_005,FAC_12,57,15,26
INV_015149,PROD_075,FAC_14,41,12,20
INV_015150,PROD_027,FAC_12,40,23,30
INV_015151,PROD_018,FAC_10,55,16,24
INV_015152,PROD_104,FAC_02,43,14,27
INV_015153,PROD_101,FAC_24,51,10,19
INV_015154,PROD_002,FAC_10,53,23,36
INV_015155,PROD_048,FAC_18,47,14,21
INV_015156,PROD_120,FAC_04,48,14,19
INV_015157,PROD_049,FAC_16,33,11,21
INV_015158,PROD_099,FAC_02,55,24,38
INV_015159,PROD_031,FAC_23,38,14,27
INV_015160,PROD_036,FAC_10,30,10,22
INV_015161,PROD_128,FAC_11,40,23,33
INV_015162,PROD_112,FAC_02,54,23,37
INV_015163,PROD_022,FAC_18,43,23,37
INV_015164,PROD_034,FAC_16,38,14,24
INV_015165,PROD_081,FAC_04,45,23,33
INV_015166,PROD_105,FAC_02,48,10,16
INV_015167,PROD_128,FAC_10,34,15,27
INV_015168,PROD_121,FAC_06,32,15,29
INV_015169,PROD_142,FAC_16,58,15,22
INV_015170,PROD_082,FAC_19,58,17,24
INV_015171,PROD_018,FAC_25,31,12,21
INV_015172,PROD_106,FAC_12,48,21,28
INV_015173,PROD_077,FAC_04,32,18,25
INV_015174,PROD_038,FAC_01,40,14,21
INV_015175,PROD_052,FAC_15,42,13,20
INV_015176,PROD_011,FAC_23,41,17,28
INV_015177,PROD_062,FAC_02,30,11,20
INV_015178,PROD_110,FAC_14,43,12,22
INV_015179,PROD_086,FAC_12,35,12,25
INV_015180,PROD_052,FAC_02,34,18,30
INV_015181,PROD_133,FAC_23,35,21,28
INV_015182,PROD_043,FAC_02,40,24,37
INV_015183,PROD_045,FAC_08,58,16,22
INV_015184,PROD_092,FAC_15,51,13,21
INV_015185,PROD_009,FAC_20,49,21,32
INV_015186,PROD_148,FAC_07,48,22,27
INV_015187,PROD_132,FAC_17,49,16,26
INV_015188,PROD_110,FAC_18,58,11,25
INV_015189,PROD_003,FAC_01,39,17,27
INV_015190,PROD_070,FAC_25,31,18,28
INV_015191,PROD_089,FAC_05,51,18,28
INV_015192,PROD_014,FAC_07,59,11,20
INV_015193,PROD_099,FAC_21,31,21,27
INV_015194,PROD_048,FAC_10,53,12,25
INV_015195,PROD_114,FAC_18,35,12,17
INV_015196,PROD_104,FAC_18,44,17,28
INV_015197,PROD_066,FAC_05,45,22,28
INV_015198,PROD_014,FAC_08,46,18,27
INV_015199,PROD_098,FAC_02,32,12,25
INV_015200,PROD_069,FAC_23,52,13,26
INV_015201,PROD_147,FAC_08,56,20,32
INV_015202,PROD_094,FAC_24,37,21,28
INV_015203,PROD_117,FAC_04,48,10,22
INV_015204,PROD_115,FAC_20,47,20,33
INV_015205,PROD_039,FAC_11,37,24,30
INV_015206,PROD_110,FAC_01,55,13,27
INV_015207,PROD_077,FAC_04,40,16,27
INV_015208,PROD_035,FAC_16,41,21,35
INV_015209,PROD_076,FAC_07,41,18,24
INV_015210,PROD_083,FAC_10,44,23,37
INV_015211,PROD_023,FAC_11,37,23,28
INV_015212,PROD_116,FAC_08,33,16,24
INV_015213,PROD_118,FAC_06,35,12,18
INV_015214,PROD_112,FAC_04,49,22,35
INV_015215,PROD_099,FAC_11,53,14,21
INV_015216,PROD_121,FAC_23,51,17,25
INV_015217,PROD_099,FAC_12,39,19,26
INV_015218,PROD_132,FAC_23,48,11,20
INV_015219,PROD_116,FAC_13,45,12,22
INV_015220,PROD_128,FAC_20,31,10,16
INV_015221,PROD_117,FAC_18,41,10,20
INV_015222,PROD_110,FAC_14,33,18,26
INV_015223,PROD_133,FAC_20,53,19,32
INV_015224,PROD_057,FAC_12,57,24,33
INV_015225,PROD_024,FAC_20,33,18,24
INV_015226,PROD_125,FAC_22,59,21,31
INV_015227,PROD_065,FAC_01,46,12,22
INV_015228,PROD_043,FAC_07,48,20,26
INV_015229,PROD_119,FAC_22,55,13,19
INV_015230,PROD_009,FAC_10,43,18,30
INV_015231,PROD_103,FAC_14,30,12,17
INV_015232,PROD_041,FAC_16,55,16,21
INV_015233,PROD_106,FAC_09,55,10,17
INV_015234,PROD_091,FAC_10,36,14,26
INV_015235,PROD_131,FAC_19,37,21,27
INV_015236,PROD_039,FAC_17,33,24,36
INV_015237,PROD_108,FAC_24,44,18,26
INV_015238,PROD_040,FAC_13,44,10,20
INV_015239,PROD_013,FAC_08,59,21,27
INV_015240,PROD_132,FAC_16,39,21,31
INV_015241,PROD_040,FAC_08,39,18,31
INV_015242,PROD_070,FAC_08,36,22,30
INV_015243,PROD_045,FAC_06,49,13,22
INV_015244,PROD_095,FAC_01,32,14,27
INV_015245,PROD_020,FAC_13,57,22,28
INV_015246,PROD_133,FAC_25,46,21,33
INV_015247,PROD_132,FAC_08,46,17,25
INV_015248,PROD_076,FAC_06,35,22,33
INV_015249,PROD_103,FAC_11,44,24,34
INV_015250,PROD_114,FAC_21,58,17,23
INV_015251,PROD_015,FAC_01,57,21,30
INV_015252,PROD_138,FAC_16,57,12,22
INV_015253,PROD_150,FAC_17,32,24,34
INV_015254,PROD_006,FAC_08,51,21,29
INV_015255,PROD_145,FAC_22,59,20,28
INV_015256,PROD_039,FAC_21,35,18,29
INV_015257,PROD_140,FAC_14,41,11,23
INV_015258,PROD_140,FAC_06,58,20,31
INV_015259,PROD_028,FAC_15,50,21,32
INV_015260,PROD_017,FAC_11,37,17,31
INV_015261,PROD_117,FAC_18,58,22,32
INV_015262,PROD_020,FAC_16,58,22,31
INV_015263,PROD_034,FAC_19,48,23,36
INV_015264,PROD_054,FAC_19,53,13,19
INV_015265,PROD_051,FAC_05,41,21,35
INV_015266,PROD_050,FAC_23,32,11,16
INV_015267,PROD_059,FAC_13,40,12,22
INV_015268,PROD_070,FAC_09,51,23,33
INV_015269,PROD_090,FAC_08,33,15,20
INV_015270,PROD_017,FAC_02,40,16,30
INV_015271,PROD_147,FAC_23,48,19,24
INV_015272,PROD_092,FAC_23,43,11,22
INV_015273,PROD_143,FAC_17,50,18,25
INV_015274,PROD_059,FAC_18,50,19,24
INV_015275,PROD_128,FAC_05,39,23,36
INV_015276,PROD_087,FAC_24,36,19,33
INV_015277,PROD_142,FAC_20,47,22,27
INV_015278,PROD_031,FAC_07,56,15,25
INV_015279,PROD_091,FAC_23,59,17,30
INV_015280,PROD_100,FAC_11,36,20,33
INV_015281,PROD_098,FAC_02,57,15,27
INV_015282,PROD_032,FAC_11,38,24,38
INV_015283,PROD_130,FAC_22,43,10,23
INV_015284,PROD_022,FAC_25,48,14,22
INV_015285,PROD_018,FAC_18,42,20,33
INV_015286,PROD_079,FAC_25,35,24,31
INV_015287,PROD_072,FAC_21,40,20,30
INV_015288,PROD_075,FAC_04,53,21,26
INV_015289,PROD_059,FAC_13,49,20,29
INV_015290,PROD_139,FAC_22,46,10,19
INV_015291,PROD_029,FAC_07,46,23,32
INV_015292,PROD_085,FAC_16,50,19,30
INV_015293,PROD_073,FAC_09,42,16,24
INV_015294,PROD_001,FAC_10,37,11,17
INV_015295,PROD_030,FAC_22,47,18,28
INV_015296,PROD_055,FAC_19,33,14,20
INV_015297,PROD_088,FAC_13,50,18,31
INV_015298,PROD_026,FAC_06,49,21,29
INV_015299,PROD_067,FAC_16,52,10,20
INV_015300,PROD_012,FAC_16,39,14,19
INV_015301,PROD_117,FAC_09,39,17,23
INV_015302,PROD_148,FAC_17,42,14,21
INV_015303,PROD_093,FAC_16,41,14,21
INV_015304,PROD_070,FAC_15,45,13,19
INV_015305,PROD_021,FAC_08,43,11,25
INV_015306,PROD_036,FAC_22,54,23,29
INV_015307,PROD_024,FAC_09,38,13,18
INV_015308,PROD_011,FAC_22,40,19,26
INV_015309,PROD_119,FAC_12,45,19,31
INV_015310,PROD_124,FAC_05,46,24,37
INV_015311,PROD_097,FAC_02,50,10,21
INV_015312,PROD_147,FAC_23,30,10,24
INV_015313,PROD_077,FAC_16,40,13,21
INV_015314,PROD_012,FAC_19,40,19,24
INV_015315,PROD_093,FAC_23,58,23,31
INV_015316,PROD_057,FAC_24,37,16,28
INV_015317,PROD_131,FAC_07,56,19,32
INV_015318,PROD_095,FAC_19,37,18,24
INV_015319,PROD_051,FAC_08,47,18,23
INV_015320,PROD_118,FAC_09,54,15,23
INV_015321,PROD_070,FAC_09,58,24,31
INV_015322,PROD_002,FAC_04,34,21,28
INV_015323,PROD_149,FAC_19,52,13,21
INV_015324,PROD_130,FAC_21,39,23,31
INV_015325,PROD_029,FAC_16,54,23,37
INV_015326,PROD_142,FAC_25,35,16,22
INV_015327,PROD_033,FAC_25,44,22,32
INV_015328,PROD_059,FAC_19,44,24,37
INV_015329,PROD_118,FAC_11,55,21,32
INV_015330,PROD_037,FAC_24,30,11,24
INV_015331,PROD_010,FAC_18,45,24,37
INV_015332,PROD_087,FAC_23,54,11,25
INV_015333,PROD_147,FAC_06,53,23,28
INV_015334,PROD_021,FAC_15,55,16,21
INV_015335,PROD_067,FAC_03,30,15,22
INV_015336,PROD_122,FAC_19,37,18,30
INV_015337,PROD_126,FAC_22,32,14,28
INV_015338,PROD_089,FAC_25,57,15,20
INV_015339,PROD_103,FAC_01,49,19,24
INV_015340,PROD_137,FAC_01,58,12,20
INV_015341,PROD_025,FAC_22,32,18,30
INV_015342,PROD_059,FAC_14,56,10,15
INV_015343,PROD_137,FAC_06,36,13,23
INV_015344,PROD_125,FAC_16,38,17,26
INV_015345,PROD_039,FAC_11,41,18,29
INV_015346,PROD_149,FAC_21,59,12,24
INV_015347,PROD_057,FAC_24,49,23,29
INV_015348,PROD_148,FAC_22,47,16,21
INV_015349,PROD_101,FAC_06,57,13,19
INV_015350,PROD_020,FAC_15,47,16,25
INV_015351,PROD_078,FAC_09,48,15,26
INV_015352,PROD_005,FAC_04,51,16,21
INV_015353,PROD_076,FAC_18,30,23,30
INV_015354,PROD_087,FAC_21,30,20,27
INV_015355,PROD_123,FAC_10,49,20,26
INV_015356,PROD_029,FAC_24,37,19,30
INV_015357,PROD_032,FAC_14,48,21,32
INV_015358,PROD_137,FAC_04,31,10,19
INV_015359,PROD_069,FAC_01,43,15,27
INV_015360,PROD_139,FAC_17,53,21,34
INV_015361,PROD_145,FAC_21,55,21,27
INV_015362,PROD_034,FAC_25,31,20,25
INV_015363,PROD_039,FAC_02,41,23,29
INV_015364,PROD_078,FAC_05,45,21,26
INV_015365,PROD_043,FAC_14,37,20,28
INV_015366,PROD_015,FAC_05,33,11,25
INV_015367,PROD_029,FAC_05,35,12,17
INV_015368,PROD_100,FAC_05,30,14,23
INV_015369,PROD_145,FAC_25,46,15,27
INV_015370,PROD_122,FAC_15,32,14,26
INV_015371,PROD_015,FAC_08,49,18,27
INV_015372,PROD_132,FAC_01,57,12,23
INV_015373,PROD_116,FAC_18,54,14,24
INV_015374,PROD_132,FAC_13,54,15,27
INV_015375,PROD_001,FAC_06,55,14,24
INV_015376,PROD_012,FAC_11,55,23,31
INV_015377,PROD_118,FAC_13,32,17,30
INV_015378,PROD_031,FAC_09,45,14,28
INV_015379,PROD_028,FAC_08,39,20,34
INV_015380,PROD_067,FAC_24,43,12,18
INV_015381,PROD_040,FAC_22,59,19,25
INV_015382,PROD_084,FAC_17,56,13,25
INV_015383,PROD_095,FAC_12,54,14,26
INV_015384,PROD_123,FAC_17,46,17,22
INV_015385,PROD_135,FAC_09,43,24,37
INV_015386,PROD_013,FAC_20,46,18,29
INV_015387,PROD_112,FAC_10,35,23,31
INV_015388,PROD_102,FAC_15,42,15,23
INV_015389,PROD_032,FAC_24,31,18,23
INV_015390,PROD_036,FAC_13,52,16,27
INV_015391,PROD_034,FAC_23,35,22,31
INV_015392,PROD_104,FAC_06,52,14,27
INV_015393,PROD_127,FAC_18,48,20,31
INV_015394,PROD_121,FAC_16,58,14,20
INV_015395,PROD_091,FAC_15,58,10,15
INV_015396,PROD_016,FAC_24,37,22,33
INV_015397,PROD_127,FAC_10,48,22,30
INV_015398,PROD_075,FAC_05,46,19,27
INV_015399,PROD_120,FAC_15,49,19,25
INV_015400,PROD_123,FAC_15,53,15,20
INV_015401,PROD_071,FAC_18,43,18,31
INV_015402,PROD_074,FAC_05,59,21,27
INV_015403,PROD_138,FAC_17,35,18,29
INV_015404,PROD_100,FAC_20,48,21,33
INV_015405,PROD_062,FAC_08,52,17,26
INV_015406,PROD_048,FAC_21,58,15,25
INV_015407,PROD_079,FAC_10,44,19,28
INV_015408,PROD_112,FAC_15,42,11,23
INV_015409,PROD_111,FAC_14,37,18,32
INV_015410,PROD_118,FAC_10,50,17,22
INV_015411,PROD_124,FAC_24,39,18,32
INV_015412,PROD_036,FAC_07,39,18,31
INV_015413,PROD_113,FAC_23,46,16,24
INV_015414,PROD_093,FAC_21,32,12,17
INV_015415,PROD_027,FAC_11,30,16,28
INV_015416,PROD_063,FAC_14,44,20,33
INV_015417,PROD_112,FAC_12,55,10,17
INV_015418,PROD_122,FAC_16,36,11,22
INV_015419,PROD_098,FAC_03,49,21,26
INV_015420,PROD_087,FAC_10,59,17,22
INV_015421,PROD_044,FAC_07,43,19,24
INV_015422,PROD_058,FAC_06,55,16,25
INV_015423,PROD_106,FAC_01,37,15,24
INV_015424,PROD_026,FAC_08,43,24,33
INV_015425,PROD_029,FAC_01,38,21,34
INV_015426,PROD_038,FAC_12,52,17,27
INV_015427,PROD_074,FAC_23,37,23,31
INV_015428,PROD_017,FAC_04,33,22,35
INV_015429,PROD_082,FAC_08,32,18,23
INV_015430,PROD_060,FAC_20,55,12,22
INV_015431,PROD_004,FAC_21,41,12,23
INV_015432,PROD_069,FAC_24,30,17,29
INV_015433,PROD_144,FAC_20,30,12,19
INV_015434,PROD_146,FAC_03,33,21,30
INV_015435,PROD_034,FAC_09,59,13,23
INV_015436,PROD_061,FAC_07,33,13,20
INV_015437,PROD_104,FAC_08,52,14,25
INV_015438,PROD_093,FAC_14,59,19,32
INV_015439,PROD_098,FAC_01,44,17,23
INV_015440,PROD_059,FAC_10,45,18,29
INV_015441,PROD_049,FAC_15,57,24,34
INV_015442,PROD_100,FAC_01,32,16,26
INV_015443,PROD_095,FAC_20,33,13,20
INV_015444,PROD_006,FAC_05,53,12,25
INV_015445,PROD_077,FAC_07,50,17,30
INV_015446,PROD_100,FAC_17,57,21,33
INV_015447,PROD_031,FAC_20,51,12,25
INV_015448,PROD_002,FAC_18,48,11,16
INV_015449,PROD_103,FAC_25,38,21,33
INV_015450,PROD_127,FAC_24,43,16,23
INV_015451,PROD_043,FAC_03,57,21,34
INV_015452,PROD_038,FAC_07,45,11,24
INV_015453,PROD_134,FAC_07,52,11,24
INV_015454,PROD_065,FAC_14,57,18,30
INV_015455,PROD_144,FAC_04,57,22,29
INV_015456,PROD_004,FAC_18,51,20,28
INV_015457,PROD_070,FAC_11,52,24,38
INV_015458,PROD_027,FAC_20,38,19,26
INV_015459,PROD_103,FAC_16,40,15,27
INV_015460,PROD_023,FAC_17,57,15,20
INV_015461,PROD_045,FAC_22,49,19,31
INV_015462,PROD_052,FAC_23,41,14,28
INV_015463,PROD_127,FAC_11,32,18,24
INV_015464,PROD_076,FAC_16,37,10,23
INV_015465,PROD_088,FAC_24,50,12,18
INV_015466,PROD_150,FAC_21,40,10,22
INV_015467,PROD_069,FAC_13,32,22,31
INV_015468,PROD_122,FAC_01,52,10,15
INV_015469,PROD_051,FAC_09,40,12,18
INV_015470,PROD_022,FAC_04,38,23,31
INV_015471,PROD_118,FAC_14,59,12,17
INV_015472,PROD_035,FAC_11,31,24,34
INV_015473,PROD_022,FAC_20,33,14,24
INV_015474,PROD_045,FAC_25,51,14,19
INV_015475,PROD_131,FAC_09,50,17,30
INV_015476,PROD_014,FAC_18,50,19,27
INV_015477,PROD_032,FAC_12,34,13,27
INV_015478,PROD_062,FAC_03,44,17,31
INV_015479,PROD_031,FAC_12,48,21,30
INV_015480,PROD_097,FAC_16,38,12,20
INV_015481,PROD_028,FAC_22,32,23,30
INV_015482,PROD_089,FAC_20,56,22,29
INV_015483,PROD_066,FAC_08,51,14,20
INV_015484,PROD_018,FAC_06,44,17,29
INV_015485,PROD_070,FAC_17,44,17,27
INV_015486,PROD_002,FAC_09,31,12,23
INV_015487,PROD_030,FAC_15,51,24,32
INV_015488,PROD_093,FAC_21,46,11,17
INV_015489,PROD_133,FAC_02,32,19,29
INV_015490,PROD_069,FAC_04,50,19,29
INV_015491,PROD_098,FAC_23,49,16,26
INV_015492,PROD_028,FAC_14,52,24,38
INV_015493,PROD_058,FAC_08,52,18,25
INV_015494,PROD_083,FAC_24,42,12,17
INV_015495,PROD_125,FAC_19,36,19,28
INV_015496,PROD_092,FAC_16,53,20,26
INV_015497,PROD_133,FAC_20,51,10,18
INV_015498,PROD_054,FAC_06,58,24,29
INV_015499,PROD_041,FAC_11,47,15,23
INV_015500,PROD_098,FAC_23,54,13,25
INV_015501,PROD_056,FAC_18,39,22,29
INV_015502,PROD_108,FAC_05,37,11,16
INV_015503,PROD_096,FAC_21,41,14,21
INV_015504,PROD_051,FAC_17,46,24,35
INV_015505,PROD_099,FAC_08,44,13,24
INV_015506,PROD_036,FAC_18,44,18,24
INV_015507,PROD_038,FAC_11,42,11,17
INV_015508,PROD_144,FAC_13,31,23,29
INV_015509,PROD_064,FAC_22,50,23,34
INV_015510,PROD_130,FAC_09,32,21,27
INV_015511,PROD_133,FAC_20,43,13,20
INV_015512,PROD_106,FAC_24,41,12,21
INV_015513,PROD_056,FAC_04,34,13,25
INV_015514,PROD_137,FAC_05,53,20,26
INV_015515,PROD_101,FAC_11,31,13,19
INV_015516,PROD_062,FAC_22,34,24,32
INV_015517,PROD_001,FAC_15,47,21,32
INV_015518,PROD_089,FAC_04,39,18,24
INV_015519,PROD_047,FAC_01,39,11,18
INV_015520,PROD_040,FAC_19,46,13,24
INV_015521,PROD_137,FAC_11,40,22,27
INV_015522,PROD_090,FAC_17,52,22,35
INV_015523,PROD_144,FAC_01,46,12,24
INV_015524,PROD_063,FAC_10,41,20,30
INV_015525,PROD_061,FAC_04,50,18,25
INV_015526,PROD_003,FAC_02,56,22,34
INV_015527,PROD_123,FAC_19,42,10,16
INV_015528,PROD_078,FAC_06,50,14,20
INV_015529,PROD_125,FAC_05,53,17,23
INV_015530,PROD_079,FAC_24,57,22,34
INV_015531,PROD_058,FAC_06,48,14,24
INV_015532,PROD_031,FAC_23,41,16,29
INV_015533,PROD_068,FAC_16,33,19,24
INV_015534,PROD_013,FAC_23,30,16,25
INV_015535,PROD_078,FAC_21,50,24,30
INV_015536,PROD_011,FAC_25,42,13,24
INV_015537,PROD_027,FAC_12,41,19,25
INV_015538,PROD_050,FAC_25,54,22,36
INV_015539,PROD_084,FAC_10,57,10,18
INV_015540,PROD_060,FAC_09,57,22,29
INV_015541,PROD_062,FAC_06,58,22,36
INV_015542,PROD_107,FAC_06,34,17,28
INV_015543,PROD_131,FAC_08,58,19,29
INV_015544,PROD_144,FAC_11,39,11,23
INV_015545,PROD_001,FAC_17,36,15,21
INV_015546,PROD_034,FAC_21,41,23,31
INV_015547,PROD_008,FAC_11,39,15,28
INV_015548,PROD_066,FAC_04,51,11,23
INV_015549,PROD_109,FAC_10,49,16,24
INV_015550,PROD_146,FAC_18,57,11,22
INV_015551,PROD_139,FAC_16,40,11,20
INV_015552,PROD_015,FAC_18,48,16,26
INV_015553,PROD_127,FAC_03,40,10,15
INV_015554,PROD_037,FAC_06,42,20,30
INV_015555,PROD_042,FAC_23,30,11,25
INV_015556,PROD_056,FAC_10,37,10,16
INV_015557,PROD_004,FAC_20,51,19,24
INV_015558,PROD_059,FAC_02,34,17,28
INV_015559,PROD_144,FAC_21,30,21,31
INV_015560,PROD_116,FAC_02,44,14,26
INV_015561,PROD_128,FAC_03,41,11,23
INV_015562,PROD_027,FAC_08,40,14,22
INV_015563,PROD_135,FAC_17,51,14,19
INV_015564,PROD_049,FAC_10,51,13,18
INV_015565,PROD_080,FAC_15,56,11,24
INV_015566,PROD_077,FAC_18,58,16,25
INV_015567,PROD_061,FAC_13,35,12,21
INV_015568,PROD_032,FAC_04,37,24,32
INV_015569,PROD_074,FAC_21,39,20,25
INV_015570,PROD_113,FAC_14,42,21,32
INV_015571,PROD_120,FAC_02,41,16,26
INV_015572,PROD_043,FAC_25,40,21,32
INV_015573,PROD_133,FAC_11,35,21,31
INV_015574,PROD_113,FAC_03,48,19,25
INV_015575,PROD_118,FAC_07,45,13,21
INV_015576,PROD_127,FAC_17,44,15,21
INV_015577,PROD_109,FAC_18,35,21,26
INV_015578,PROD_026,FAC_05,46,17,26
INV_015579,PROD_121,FAC_09,30,15,23
INV_015580,PROD_067,FAC_10,30,13,26
INV_015581,PROD_143,FAC_16,56,19,31
INV_015582,PROD_118,FAC_24,55,17,23
INV_015583,PROD_094,FAC_08,48,17,31
INV_015584,PROD_135,FAC_18,57,17,30
